release_year,production_companies,vote_average
1989,Qintex Entertainment,7.3984375
1989,Metro-Goldwyn-Mayer,5.8984375
1989,Propaganda Films,5.8984375
1989,PolyGram Filmed Entertainment,5.8984375
1989,Society Productions Inc.,5.69921875
1989,Wild Street Pictures,5.69921875
1989,Metro-Goldwyn-Mayer (MGM),5.69921875
1989,Metro-Goldwyn-Mayer (MGM),5.1015625
1989,Star Partners III Ltd.,5.1015625
1989,Paramount Pictures,7.1015625
1989,Sean S. Cunningham Films,4.0
1989,TelevisiÃ³n EspaÃ±ola (TVE),6.5
1989,ParaÃ­so,6.5
1989,CompaÃ±Ã­a de Aventuras Comerciales,6.5
1989,Orion Pictures,6.3984375
1989,TriStar Pictures,5.3984375
1989,Gordon Company,5.3984375
1989,Regency International Pictures,5.3984375
1989,The A. Milchan Investment Group,5.3984375
1989,Beyond Infinity,5.80078125
1989,Allied Vision,4.8984375
1989,The Picture Property Company,4.8984375
1989,Pheasantry Films,4.8984375
1989,Incorporated Television Company (ITC),5.6015625
1989,Part II Productions,5.6015625
1989,Millimeter Films,5.6015625
1989,Apollo Associates,8.203125
1989,FAM Productions,8.203125
1990,TriStar Pictures,6.80078125
1990,Carolco Pictures,6.80078125
1990,Carolco International N.V.,6.80078125
1990,Warner Bros.,8.0
1990,Twentieth Century Fox Film Corporation,6.3984375
1990,Gordon Company,6.3984375
1990,Silver Pictures,6.3984375
1990,Universal Pictures,6.8984375
1990,Amblin Entertainment,6.8984375
1990,U-Drive Productions,6.8984375
1990,Twentieth Century Fox Film Corporation,7.3984375
1990,Touchstone Pictures,6.8984375
1990,Silver Screen Partners IV,6.8984375
1990,Paramount Pictures,6.8984375
1990,Tig Productions,7.30078125
1990,Majestic Films International,7.30078125
1990,Paramount Pictures,6.69921875
1990,New Line Cinema,6.6015625
1990,Golden Harvest Company,6.6015625
1990,Columbia Pictures,7.5
1990,Castle Rock Entertainment,7.5
1990,Nelson Entertainment,7.5
1990,United Artists,5.30078125
1990,Universal Pictures,5.8984375
1990,Lorimar Film Entertainment,6.6015625
1990,Jim Henson Productions,6.6015625
1990,Paramount Pictures,6.8984375
1990,Nina Saxon Film Design,6.8984375
1990,Mace Neufeld Productions,6.8984375
1990,Twentieth Century Fox Film Corporation,5.69921875
1990,Lawrence Gordon Productions,5.69921875
1990,Davis Entertainment,5.69921875
1990,Silver Pictures,5.69921875
1990,Paramount Pictures,5.80078125
1990,Don Simpson/Jerry Bruckheimer Films,5.80078125
1990,Lorimar Television,6.5
1990,Twentieth Century Fox Film Corporation,7.3984375
1990,Circle Films,7.3984375
1990,Amblin Entertainment,6.1015625
1990,Warner Bros.,6.1015625
1990,Universal Pictures,6.30078125
1990,No Frills Film Production,6.30078125
1990,Orion Pictures,5.30078125
1990,Bavaria Film,5.69921875
1990,Dieter Geissler Filmproduktion,5.69921875
1990,Cinevox Filmproduktion GmbH,5.69921875
1990,Warner Bros.,5.69921875
1990,TriStar Pictures,5.1015625
1990,Columbia Pictures Corporation,7.3984375
1990,Parkes/Lasker productions,7.3984375
1990,Paramount Pictures,5.5
1990,DisneyToon Studios,6.69921875
1990,Universal Pictures,5.80078125
1990,Imperial Filmproduktion,5.80078125
1990,PathÃ© Pictures International,5.3984375
1990,Cannon Group,5.3984375
1990,Cannon Films,5.3984375
1990,Touchstone Pictures,5.69921875
1990,BBC Films,5.1015625
1990,Fugitive Features,5.1015625
1990,Zenith Entertainment,5.1015625
1990,British Screen Productions,5.1015625
1990,Mirage Enterprises,6.30078125
1990,Warner Bros.,6.30078125
1990,Amblin Entertainment,5.19921875
1990,Warner Bros.,5.19921875
1990,Samuel Goldwyn,6.5
1990,Aardman Animations,7.30078125
1990,Morgan Creek Productions,5.8984375
1990,Columbia Pictures Corporation,6.0
1990,Stonebridge Entertainment,6.0
1990,Jadran Film,4.69921875
1990,21st Century Film Corporation,4.69921875
1990,Marvel Enterprises,4.69921875
1990,Epic Productions,5.80078125
1990,Euphoria Films Production,5.80078125
1990,Walrus & Associates,5.80078125
1990,IndieProd Company Productions,5.1015625
1990,Carolco Pictures,5.1015625
1990,TriStar Pictures,6.80078125
1990,Carolco Pictures,6.80078125
1990,Orion Pictures,6.1015625
1990,The Rank Organisation,6.1015625
1990,Cinehaus,6.1015625
1990,Imagine Entertainment,6.3984375
1990,Universal Pictures,6.3984375
1990,Universal Pictures,6.0
1990,Epic Productions,5.3984375
1990,Vision International,5.3984375
1990,Vision PDG,5.3984375
1990,Trans World Entertainment (TWE),5.3984375
1990,New Line Cinema,6.80078125
1990,SC Entertainment,6.80078125
1990,Morgan Creek Productions,6.1015625
1990,Universal Pictures,5.6015625
1990,Interscope Communications,5.6015625
1990,The Badham-Cohen Group,5.6015625
1990,Touchstone Pictures,5.69921875
1990,Universal Pictures,6.0
1990,Renaissance Pictures,6.0
1990,Orion Pictures,6.3984375
1990,Orion Pictures,5.8984375
1990,Columbia Pictures Corporation,6.69921875
1990,21st Century Film Corporation,6.69921875
1990,Miramax Films,6.5
1990,Cineplex-Odeon Films,6.5
1990,Lightning Pictures,5.3984375
1990,Vestron Pictures,5.3984375
1990,Precision Films,5.3984375
1990,Mack-Taylor Productions,5.3984375
1990,Orion Pictures,4.0
1990,Warner Bros.,4.80078125
1990,Steamroller Productions,6.0
1990,Victor & Grais Productions,6.0
1990,Hemdale Film,6.5
1990,Initial (II),6.5
1990,Brandenberg,6.69921875
1990,WNET Channel 13 New York,6.69921875
1990,Imagine Entertainment,5.69921875
1990,Universal Pictures,5.69921875
1990,Nova International Films,3.80078125
1990,Touchstone Pictures,3.80078125
1990,Warner Bros.,6.3984375
1990,TriStar Pictures,6.69921875
1990,The Rank Organisation,6.19921875
1990,Reteitalia,6.19921875
1990,Seven Arts Pictures,6.19921875
1990,Carolco Pictures,6.19921875
1990,Paramount Pictures,4.69921875
1990,Graveyard Productions,4.69921875
1990,JVC Entertainment Networks,4.69921875
1990,Universal Studios,5.80078125
1990,Hanna-Barbera Productions,5.80078125
1990,Warner Bros.,6.19921875
1990,Palace Pictures,5.1015625
1990,British Screen Productions,5.1015625
1990,Wicked Films,5.1015625
1990,Warner Bros.,6.30078125
1990,Devoted Productions,6.30078125
1990,Castle Rock Entertainment,6.6015625
1990,Nelson Entertainment,6.6015625
1990,Jack's Camp,6.6015625
1990,Paramount Pictures,5.80078125
1990,Laurel Productions,5.80078125
1990,Darkside Movie,5.80078125
1990,Seven Arts Productions,4.6015625
1990,Carolco Pictures,4.6015625
1990,Warner Bros.,5.3984375
1990,Lightning Pictures,6.3984375
1990,Original Pictures,6.3984375
1990,Walt Disney Pictures,6.3984375
1990,Walt Disney Feature Animation,6.3984375
1990,Universal TV,5.3984375
1990,Imagine Entertainment,5.5
1990,Universal Pictures,5.5
1990,Touchstone Pictures,5.30078125
1990,Interscope Communications,5.30078125
1990,Metro-Goldwyn-Mayer (MGM),5.19921875
1990,Touchstone Pictures,5.69921875
1990,Silver Screen Partners IV,5.69921875
1990,Agamemnon Films,5.30078125
1990,Telmar Film International,6.6015625
1990,"Studio Filmowe ""Perspektywa",6.6015625
1990,Shapiro-Glickenhaus Entertainment,5.6015625
1990,Incorporated Television Company,6.0
1990,Centropolis Film Productions,4.80078125
1990,Columbia Pictures,5.69921875
1990,New World Pictures,5.69921875
1990,Silver Screen Partners,5.8984375
1990,Hollywood Pictures,5.8984375
1990,Seraphim Films,6.19921875
1990,Morgan Creek Productions,6.19921875
1990,Paramount Pictures,6.0
1990,Malpaso Productions,5.3984375
1990,Warner Bros.,5.3984375
1990,Cannon Group,5.0
1990,Pathe,6.3984375
1990,Metro-Goldwyn-Mayer (MGM),6.3984375
1990,Warner Bros.,6.69921875
1990,Universal Pictures,6.3984375
1990,Orion Pictures,5.0
1990,Tristes Tropiques,5.0
1990,Nicolas Entertainment,5.0
1990,20th Century Fox,6.5
1990,Warner Bros.,6.0
1990,Enigma Productions,6.0
1990,Fujisankei Communication Group,6.0
1990,Overseas FilmGroup,4.3984375
1990,Medusa Pictures,4.3984375
1990,The Movie House Sales Company,4.3984375
1990,Fadd Enterprises,4.3984375
1990,Epic Productions,5.69921875
1990,Producers Representative Organization,5.69921875
1990,Sarliu/Diamant,5.69921875
1990,Touchstone Pictures,6.19921875
1990,Columbia Pictures,6.0
1990,Allagash Films,7.0
1990,Paramount Pictures,6.1015625
1990,Republic Pictures,5.5
1990,Paramount Pictures,6.3984375
1990,Universal Pictures,6.0
1990,TriStar Pictures,6.1015625
1990,Universal TV,4.8984375
1990,Niki Marvin Productions,4.8984375
1990,PathÃ© Entertainment,6.3984375
1990,Metro-Goldwyn-Mayer (MGM),6.3984375
1990,Star Partners III Ltd.,6.3984375
1990,Twentieth Century Fox Film Corporation,7.0
1990,Hughes Entertainment,7.0
1990,Orion Pictures,6.5
1990,New Line Cinema,6.6015625
1990,20th Century Fox,5.30078125
1990,Filmirage,4.30078125
1990,Full Moon Entertainment,5.69921875
1990,Australian Broadcasting Corporation,6.1015625
1990,Television New Zealand,6.1015625
1990,Warner Bros.,6.3984375
1990,Fugitive Features,5.1015625
1990,Parkfield Entertainment,5.1015625
1990,Universal Pictures,4.30078125
1990,SAH Productions,4.30078125
1990,Film Four International,6.3984375
1990,Thin Man Films,6.3984375
1990,Icon Productions,6.5
1990,Warner Bros. Pictures,6.5
1990,Nelson Entertainment,6.5
1990,Carolco Pictures,6.5
1990,20th Century Fox,5.8984375
1990,Morgan Creek Productions,5.8984375
1990,Universal Pictures,5.3984375
1990,TriStar Pictures,5.3984375
1990,Carolco Pictures,5.3984375
1991,Walt Disney Pictures,7.30078125
1991,Walt Disney Animation Studios,7.30078125
1991,Silver Screen Partners IV,7.30078125
1991,Lightstorm Entertainment,7.5
1991,Pacific Western,7.5
1991,Canal+,7.5
1991,Carolco Pictures,7.5
1991,T2 Productions,7.5
1991,Amblin Entertainment,6.5
1991,TriStar Pictures,6.5
1991,Warner Bros.,6.5
1991,Morgan Creek Productions,6.5
1991,Lamb Bear Entertainment,4.80078125
1991,Universal Pictures,6.8984375
1991,Amblin Entertainment,6.8984375
1991,Cappa Productions,6.8984375
1991,Tribeca Productions,6.8984375
1991,Paramount Pictures,6.6015625
1991,Paramount Pictures,6.5
1991,Largo Entertainment,6.69921875
1991,JVC Entertainment Networks,6.69921875
1991,Orion Pictures,5.8984375
1991,Nelson Entertainment,5.8984375
1991,Metro-Goldwyn-Mayer (MGM),5.8984375
1991,Universal Pictures,6.19921875
1991,Trilogy Entertainment Group,6.19921875
1991,Imagine Films Entertainment,6.19921875
1991,Paramount Pictures,6.6015625
1991,Orion Pictures,6.6015625
1991,Scott Rudin Productions,6.6015625
1991,TriStar Pictures,5.6015625
1991,Silver Pictures,5.6015625
1991,Walt Disney Pictures,6.30078125
1991,Metro-Goldwyn-Mayer (MGM),7.0
1991,Imagine Entertainment,6.5
1991,Ixtlan Productions,6.5
1991,Carolco Pictures,6.5
1991,Bill Graham Films,6.5
1991,New Line Cinema,6.0
1991,Golden Harvest Company,6.0
1991,Warner Bros.,5.30078125
1991,Applied Action,5.30078125
1991,Universal Pictures,6.19921875
1991,Amblin Entertainment,6.19921875
1991,Amblimation,6.19921875
1991,Orion Pictures,7.8984375
1991,Strong Heart/Demme Production,7.8984375
1991,Working Title Films,7.0
1991,Circle Films,7.0
1991,Columbia Pictures,6.8984375
1991,Imagine Entertainment,6.8984375
1991,Twentieth Century Fox Film Corporation,5.80078125
1991,New Line Cinema,5.3984375
1991,Fine Line Features,7.1015625
1991,Geffen Pictures,6.3984375
1991,Silver Pictures,6.3984375
1991,Warner Bros.,6.3984375
1991,Camelot Productions,7.19921875
1991,Canal Plus Group,7.19921875
1991,Ixtlan Productions,7.19921875
1991,Columbia Pictures Corporation,7.30078125
1991,Metro-Goldwyn-Mayer (MGM),6.3984375
1991,Krisjair,6.3984375
1991,Laredo,6.3984375
1991,Stone Group Pictures,5.1015625
1991,Canal+,6.0
1991,Centre National de la CinÃ©matographie (CNC),6.0
1991,FR3 Films Production,6.0
1991,Pierre Grise Productions,6.0
1991,George Reinhart Productions,6.0
1991,Touchwood Pacific Partners 1,6.80078125
1991,Touchstone Pictures,6.80078125
1991,Channel Four Films,7.3984375
1991,JVC Entertainment,7.3984375
1991,Le Studio Canal+,7.3984375
1991,Locus Solus Entertainment,7.3984375
1991,Pandora Cinema,7.3984375
1991,Universal Pictures,5.5
1991,Universal Pictures,6.3984375
1991,Alive Films,6.3984375
1991,Columbia Pictures,6.1015625
1991,New Line Cinema,6.1015625
1991,Castle Rock Entertainment,6.1015625
1991,Twentieth Century Fox Film Corporation,6.19921875
1991,Walt Disney Pictures,7.3984375
1991,Columbia Pictures Corporation,5.0
1991,TriStar Pictures,6.19921875
1991,L.A. Films,6.19921875
1991,Carolco Pictures,6.19921875
1991,Universal Pictures,7.30078125
1991,Universal Pictures,5.69921875
1991,The Badham-Cohen Group,5.69921875
1991,Warner Bros.,5.3984375
1991,Twentieth Century Fox Film Corporation,6.1015625
1991,20th Century Fox,6.69921875
1991,Goldcrest Films International,5.30078125
1991,Sullivan Bluth Studios,5.30078125
1991,Film Trustees Ltd.,6.69921875
1991,Naked Lunch Productions,6.69921875
1991,Nippon Film Development and Finance Inc.,6.69921875
1991,The Ontario Film Development Corporation,6.69921875
1991,Electric Pictures,4.5
1991,The Zanuck Company,7.30078125
1991,Metro-Goldwyn-Mayer (MGM),7.30078125
1991,Metro-Goldwyn-Mayer (MGM),6.19921875
1991,Sandollar Productions,6.30078125
1991,Touchstone Pictures,6.30078125
1991,TriStar Pictures,6.80078125
1991,Majestic Films International,6.0
1991,Trans Pacific Films,6.0
1991,Paramount Pictures,6.5
1991,Warner Bros. Pictures,5.8984375
1991,Outlaw Productions,5.8984375
1991,HBO Pictures,5.8984375
1991,Orion Pictures,6.0
1991,TriStar Pictures,5.69921875
1991,Baltimore Pictures,5.69921875
1991,Universal Pictures,3.900390625
1991,Alive Films,3.900390625
1991,Koppelmann/Bandier-Carnegie Pictures,3.900390625
1991,Capella,3.900390625
1991,Warner Bros.,5.6015625
1991,Arnold Kopelson Productions,5.6015625
1991,Seagal/Nasso Productions,5.6015625
1991,Imagine Entertainment,5.19921875
1991,Universal Pictures,5.19921875
1991,Touchwood Pacific Partners 1,6.69921875
1991,Touchstone Pictures,6.69921875
1991,TriStar Pictures,6.30078125
1991,Island World,6.30078125
1991,Columbia Pictures,5.1015625
1991,Columbia Pictures,5.8984375
1991,Kennedy Miller Productions,6.1015625
1991,Universal Pictures,5.5
1991,New Line Cinema,5.1015625
1991,Empire Pictures,5.5
1991,Full Moon Entertainment,5.5
1991,Geffen Pictures,6.30078125
1991,Warner Bros.,6.30078125
1991,Universal Pictures,5.5
1991,Paramount Pictures,6.8984375
1991,Taurus Entertainment Company,3.099609375
1991,Vestron Pictures,3.099609375
1991,Orly Films,5.1015625
1991,DD Productions,5.1015625
1991,Film Par Film,5.1015625
1991,TF1 Films Production,5.1015625
1991,Paravision International S.A.,5.1015625
1991,PolyGram Filmed Entertainment,6.0
1991,Paramount Pictures,5.69921875
1991,Universal Pictures,6.19921875
1991,Hughes Entertainment,6.19921875
1991,Hughes Entertainment,5.69921875
1991,Warner Bros.,5.69921875
1991,Warner Bros.,6.0
1991,"Jackson/McHenry Company,The",6.0
1991,Jacmac Films,6.0
1991,Miramax Films,6.0
1991,Palace Pictures,6.0
1991,New Line Cinema,4.5
1991,OH Films,4.5
1991,Miramax Films,7.0
1991,BBC Films,7.0
1991,Greenpoint Films,7.0
1991,Touchstone Pictures,6.30078125
1991,Silver Screen Partners IV,6.30078125
1991,Joseph S. Vecchio Entertainment,6.30078125
1991,Miramax Films,6.80078125
1991,Artisan Entertainment,6.80078125
1991,Kings Road Entertainment,4.1015625
1991,Paramount Pictures,5.3984375
1991,FNM Films,4.6015625
1991,Harvey Bernhard Productions,4.6015625
1991,Anglia Television,7.1015625
1991,National Broadcasting Company,7.1015625
1991,Tokyo Broadcasting System (TBS),7.1015625
1991,Universal Pictures,6.69921875
1991,Silver Lion Films,6.69921875
1991,Sean Daniel Company,6.69921875
1991,Paramount Pictures,6.0
1991,Paramount Pictures,6.3984375
1991,Warner Bros. Pictures,5.80078125
1991,Warner Bros.,5.1015625
1991,The Australian Film Commission,5.5
1991,Film Victoria,5.5
1991,House & Moorhouse Films,5.5
1991,Beacon Communications,7.19921875
1991,Beacon Pictures,7.19921875
1991,First Film Company,7.19921875
1991,Dirty Hands Productions,7.19921875
1991,Paramount Pictures,5.8984375
1991,Touchstone Pictures,5.69921875
1991,Hollywood Pictures,4.5
1991,Orion Pictures,5.80078125
1991,Universal Pictures,6.0
1991,Theatre Of Material,4.5
1991,PathÃ© Entertainment,6.19921875
1991,Ufland,6.19921875
1991,American Zoetrope,7.80078125
1991,Cineplex-Odeon Films,7.80078125
1991,Paramount Pictures,5.19921875
1991,Les Films Ariane,6.0
1991,20th Century Fox,6.6015625
1991,Interscope Communications,6.6015625
1991,Palace Pictures,6.5
1991,Metro-Goldwyn-Mayer (MGM),6.5
1991,Walt Disney Pictures,6.5
1991,Silver Screen Partners IV,6.5
1991,Hybrid Productions Inc.,6.5
1991,Twentieth Century Fox Film Corporation,6.19921875
1991,Hughes Entertainment,6.19921875
1991,Home Box Office (HBO),5.6015625
1991,Silver Pictures,6.0
1991,Home Box Office (HBO),6.0
1991,Cinema Plus,6.0
1991,Indigo Productions,6.0
1991,Twentieth Century Fox Film Corporation,6.6015625
1991,Hughes Entertainment,6.6015625
1991,Gladden Entertainment,4.80078125
1991,Iblis Films,5.8984375
1991,Scotti Brothers Pictures (I),7.19921875
1991,Euro Brothers Pictures,7.19921875
1991,Borde/Raich,7.19921875
1991,Full Moon Entertainment,5.69921875
1991,Allarts,5.3984375
1991,Touchstone Pictures,5.5
1991,Paramount Pictures,6.0
1991,IRS Media,4.8984375
1991,Metro-Goldwyn-Mayer (MGM),6.8984375
1991,Orion Pictures,6.3984375
1991,Dodi Fayed - Jack Wiener,6.3984375
1991,Warner Bros.,5.8984375
1991,Channel Four Films,6.19921875
1991,Mirabai Films,6.19921875
1991,Warner Bros.,6.0
1991,Twilight Motion Picture Seven Ltd. Partnership,5.19921875
1991,Cannon Pictures,5.19921875
1992,Live Entertainment,7.8984375
1992,Lionsgate,7.8984375
1992,Dog Eat Dog Productions Inc.,7.8984375
1992,Walt Disney Pictures,7.30078125
1992,Twentieth Century Fox Film Corporation,6.19921875
1992,Hughes Entertainment,6.19921875
1992,PolyGram Filmed Entertainment,6.5
1992,Warner Bros.,6.5
1992,Twentieth Century Fox Film Corporation,6.0
1992,Brandywine Productions,6.0
1992,Silver Pictures,6.1015625
1992,Warner Bros.,6.1015625
1992,American Zoetrope,6.80078125
1992,Columbia Pictures Corporation,6.80078125
1992,Osiris Films,6.80078125
1992,Universal Pictures,7.19921875
1992,Renaissance Pictures,7.19921875
1992,Dino De Laurentiis Company,7.19921875
1992,Regency Enterprises,5.8984375
1992,Alcor Films,5.8984375
1992,Canal+,5.8984375
1992,Warner Bros.,5.8984375
1992,Universal Pictures,6.1015625
1992,Castle Rock Entertainment,6.8984375
1992,Columbia Pictures Corporation,6.8984375
1992,Paramount Pictures,6.5
1992,Universal Pictures,5.6015625
1992,Northern Lights Entertainment,5.6015625
1992,TriStar Pictures,6.3984375
1992,Canal+,6.3984375
1992,Carolco Pictures,6.3984375
1992,Centropolis Entertainment,5.80078125
1992,TriStar Pictures,5.80078125
1992,StudioCanal,5.80078125
1992,IndieProd Company Productions,5.80078125
1992,Carolco Pictures,5.80078125
1992,New Line Cinema,7.19921875
1992,GGR,7.19921875
1992,Zupnik Cinema Group II,7.19921875
1992,Walt Disney Pictures,4.80078125
1992,Touchwood Pacific Partners 1,4.80078125
1992,Universal Pictures,6.6015625
1992,Bad Lt. Productions,6.30078125
1992,Warner Bros.,7.5
1992,Touchstone Pictures,6.19921875
1992,Twentieth Century Fox Film Corporation,6.19921875
1992,Paramount Pictures,6.1015625
1992,Gaumont,6.1015625
1992,France 3 CinÃ©ma,6.1015625
1992,ABC Pictures,6.1015625
1992,LÃ©gende Entreprises,6.1015625
1992,Paramount Pictures,5.0
1992,Columbus Circle Films,5.0
1992,Universal Pictures,7.1015625
1992,City Light Films,7.1015625
1992,Warner Bros.,5.3984375
1992,WingNut Films,7.3984375
1992,New Zealand Film Commission,7.3984375
1992,Avalon/NFU Studios,7.3984375
1992,Village Roadshow Pictures,5.3984375
1992,Davis Entertainment,5.3984375
1992,Fortress Films,5.3984375
1992,Columbia Pictures,6.69921875
1992,Tig Productions,6.1015625
1992,Warner Bros.,6.1015625
1992,Kasdan Pictures,6.1015625
1992,The Australian Film Commission,6.5
1992,Film Victoria,6.5
1992,Seon Film Productions,6.5
1992,Romper Stomper Pty. Ltd.,6.5
1992,New Line Cinema,5.30078125
1992,Channel Four Films,6.30078125
1992,Renaissance Films,6.30078125
1992,British Broadcasting Corporation (BBC),6.30078125
1992,Walt Disney Pictures,7.1015625
1992,"Jim Henson Company, The",7.1015625
1992,Universal Pictures,4.6015625
1992,Paramount Pictures,6.0
1992,Mace Neufeld Productions,6.0
1992,Walt Disney,6.5
1992,New Line Cinema,6.80078125
1992,Fine Line Features,6.3984375
1992,Avenue Pictures Productions,6.3984375
1992,Spelling Entertainment,6.3984375
1992,Addis Wechsler Pictures,6.3984375
1992,Fifth Avenue Entertainment,5.1015625
1992,Trans Atlantic Entertainment,5.1015625
1992,JVC Entertainment,7.0
1992,Warner Bros.,7.0
1992,Mikado Film,6.0
1992,Lenfilm Studio,6.0
1992,Adventure Pictures,6.0
1992,Paramount Pictures,6.3984375
1992,20th Century Fox,4.8984375
1992,Baltimore Pictures,4.8984375
1992,Merchant Ivory Productions,6.19921875
1992,Morgan Creek Productions,6.80078125
1992,Columbia Pictures,6.5
1992,Hollywood Pictures,6.3984375
1992,Interscope Communications,6.3984375
1992,Nomura Babcock & Brown,6.3984375
1992,R.P. Productions,6.8984375
1992,Columbia Pictures Corporation,6.8984375
1992,Les Films Alain Sarde,6.8984375
1992,Canal+,6.8984375
1992,Timothy Burrill Productions,6.8984375
1992,Warner Bros.,5.1015625
1992,Morgan Creek Productions,5.1015625
1992,Columbia Pictures,6.19921875
1992,TriStar Pictures,6.3984375
1992,Allied Filmmakers,6.3984375
1992,Pricel,6.3984375
1992,Lightmotive,6.3984375
1992,New Line Cinema,6.6015625
1992,Warner Bros.,5.69921875
1992,Icon Entertainment International,5.80078125
1992,Warner Bros.,5.80078125
1992,20th Century Fox,6.1015625
1992,Sandollar Productions,6.1015625
1992,Columbia Pictures,6.6015625
1992,Parkway Productions,6.6015625
1992,Metro-Goldwyn-Mayer (MGM),6.80078125
1992,20th Century Fox,5.3984375
1992,Penta Pictures,5.3984375
1992,20th Century Fox,7.0
1992,Paramount Pictures,5.1015625
1992,Paramount Animation,5.1015625
1992,Miramax Films,6.69921875
1992,Channel Four Films,6.69921875
1992,Palace Pictures,6.69921875
1992,Nippon Film Development and Finance Inc.,6.69921875
1992,Eurotrustees,6.69921875
1992,Kroyer Films,6.19921875
1992,Youngheart Productions,6.19921875
1992,FAI Films,6.19921875
1992,Paramount Pictures,5.5
1992,New Line Cinema,5.19921875
1992,Allied Vision,5.19921875
1992,Propaganda Films,6.0
1992,TriStar Pictures,6.0
1992,PolyGram Filmed Entertainment,6.0
1992,Le Studio Canal+,7.3984375
1992,TriStar Pictures,7.3984375
1992,Japan Satellite Broadcasting (JBS),7.3984375
1992,Carolco Pictures,7.3984375
1992,RCS Video,7.3984375
1992,Hollywood Pictures,5.80078125
1992,Cinergi Pictures Entertainment,5.80078125
1992,Capitole Films,5.30078125
1992,Polar Entertainment Corporation,5.30078125
1992,Universal Pictures,5.5
1992,Imagine Films Entertainment,5.5
1992,20th Century Fox,5.6015625
1992,Largo Entertainment,5.6015625
1992,JVC Entertainment Networks,5.6015625
1992,Touchwood Pacific Partners 1,5.80078125
1992,Touchstone Pictures,5.80078125
1992,Regency Enterprises,5.30078125
1992,Alcor Films,5.30078125
1992,Canal+,5.30078125
1992,Warner Bros.,5.30078125
1992,Cornelius Productions,5.30078125
1992,Village Roadshow Pictures,7.80078125
1992,Regency Enterprises,7.80078125
1992,Alcor Films,7.80078125
1992,Canal+,7.80078125
1992,Warner Bros.,7.80078125
1992,Twentieth Century Fox Film Corporation,6.19921875
1992,Hollywood Pictures,5.6015625
1992,Touchwood Pacific Partners 1,5.6015625
1992,Twentieth Century Fox Film Corporation,5.19921875
1992,Kuzui Enterprises,5.19921875
1992,Sandollar,5.19921875
1992,TriStar Pictures,5.6015625
1992,Metro-Goldwyn-Mayer (MGM),6.6015625
1992,Interscope Communications,6.6015625
1992,Imagine Entertainment,6.19921875
1992,Universal Pictures,6.19921875
1992,Columbia Pictures,6.30078125
1992,Stonebridge Entertainment,6.30078125
1992,Donner/Shuler-Donner Productions,6.30078125
1992,Paramount Pictures,7.1015625
1992,Warner Bros.,6.3984375
1992,Atkinson/Knickerbocker Productions,6.3984375
1992,Golden Way Films Ltd.,6.30078125
1992,Hong Kong Film Directors Guild,6.30078125
1992,Dimension Films (US version),6.30078125
1992,Columbia Pictures Corporation,5.1015625
1992,Hollywood Pictures,5.80078125
1992,Columbia Pictures,6.0
1992,Channel Four Films,6.19921875
1992,Palace Pictures,6.19921875
1992,Shadow Theatre Films,6.19921875
1992,British Screen Productions,6.19921875
1992,Paramount Pictures,7.0
1992,Universal Pictures,6.69921875
1992,Olmos Productions,6.69921875
1992,YOY,6.69921875
1992,Universal Pictures,5.80078125
1992,New Line Cinema,4.3984375
1992,OH Films,4.3984375
1992,Propaganda Films,5.6015625
1992,Hollywood Pictures,5.6015625
1992,ISIS,5.6015625
1992,Mansfield Pictures,5.6015625
1992,Sandollar,5.6015625
1992,Universal Pictures,4.5
1992,Dark Horse Entertainment,4.5
1992,Largo Entertainment,4.5
1992,JVC Entertainment Networks,4.5
1992,Columbia Pictures,4.8984375
1992,Victor & Grais Productions,4.8984375
1992,Ion Pictures,4.8984375
1992,20th Century Fox,5.0
1992,Gruskoff/Venture Films,5.0
1992,Touchstone Pictures,5.5
1992,Entertainment,5.6015625
1992,Muse Productions,5.6015625
1992,Challenge Film Corporation,5.6015625
1992,XYZ Funding N.V.,5.6015625
1992,Paramount Pictures,5.6015625
1992,Paramount Pictures,4.80078125
1992,Columbia Pictures,5.80078125
1992,New Line Cinema,5.80078125
1992,Castle Rock Entertainment,5.80078125
1992,Cinevox Filmproduktion GmbH,5.8984375
1992,Warner Bros.,5.19921875
1992,Morgan Creek Productions,5.19921875
1992,Warner Bros. Animation,5.69921875
1992,New Line Productions,6.19921875
1992,Image Organization,6.19921875
1992,Walt Disney Pictures,6.19921875
1992,Touchwood Pacific Partners 1,6.19921875
1992,Metro-Goldwyn-Mayer (MGM),6.30078125
1992,Eclectic Films,6.30078125
1992,Regency Enterprises,5.6015625
1992,Alcor Films,5.6015625
1992,Canal+,5.6015625
1992,Warner Bros.,5.6015625
1992,Universal Pictures,5.5
1992,Pacific Western,5.5
1992,Universal Pictures,5.8984375
1992,TriStar Pictures,5.8984375
1992,Scanbox,5.0
1992,Imperial Entertainment,5.0
1992,Shah/Jensen,5.0
1992,Universal Pictures,5.5
1992,Dino de Laurentiis Communications,5.5
1992,EvansGideon,5.5
1992,Beginner's Luck,5.5
1992,Warner Bros. Pictures,6.3984375
1992,Universal Pictures,5.5
1992,Finnegan/Pinchuk Productions,5.5
1992,Waterhorse Productions,5.5
1992,Vision PDG,5.69921875
1992,Gallery Films,5.69921875
1992,Orly Films,7.1015625
1992,CinÃ©a,7.1015625
1992,Columbia Pictures Corporation,5.80078125
1992,Jersey Films,5.80078125
1992,Twentieth Century Fox Film Corporation,5.80078125
1992,Sogepaq,6.8984375
