release_year,director,vote_average
1988,Julien Temple,5.5
1988,Garry Marshall,6.30078125
1988,Bud Smith ,4.30078125
1988,Mou Tun-fei,5.8984375
1988,Yahoo Serious,4.19921875
1988,Errol Morris,8.0
1988,Peter Markle,4.69921875
1988,Roger Spottiswoode,6.5
1988,Randal Kleiser,6.19921875
1988,Robert Towne,6.1015625
1988,David Seltzer,5.1015625
1988,Mick Garris,4.5
1988,Ã‰tienne Chatiliez,7.19921875
1988,George A. Romero,6.0
1988,Francis Ford Coppola,6.0
1988,Fred Olen Ray,5.0
1988,Bud Yorkin,4.80078125
